OID_,epafacilityid,epafacilityid_str,lastoffacilityname,lastofparentcompanyname,maxofreceiptdate,lastoffacilityduns,lastoffacilitystr1,lastoffacilitystr2,lastoffacilitycity,lastoffacilitystate,lastoffacilityzipcode,lastofcounty_name,firstofnaicscode,firstofnaics_description,latitude,longitude,lastofhorizontalrefdatumcode,lastoflatlongdescription,feat_desc,lastoffte,oshapsm,epcra302,caa_titlev,clearairoppermitid,lastofsafetyinspectiondate,lastofsafetyinspectionby,deregistrationdate,deregistrationreasoncode,safety_rating
10694,1E+11,EPA100000102364,Chemours - Edge Moor Plant,"Chemours Company, F.C., L.L.C.",20-Jun-14,154407845,104 Hay Road,,Edgemoor,DE,19809,NEW CASTLE,32513,Synthetic Dye and Pigment Manufacturing,39.750278,-75.500557,2,CE,Center of Facility,235,1,1,1,AQM-003/00010,30-Jan-14,State environmental agency,4-Apr-16,3,3
10704,1E+11,EPA100000102514,Lineage Logistics Sandston,Lineage Logistics LLC,6-Dec-17,0,5501 Corrugated Road,,Sandston,VA,23150,HENRICO,49312,Refrigerated Warehousing and Storage,37.508278,-77.343864,2,PU,Process Unit,25,1,1,0,,17-Nov-17,Fire Department,,,3
10847,1E+11,EPA100000105334,WCSA Middle Fork Drinking Water Plant,Washington County Service Authority (WCSA),6-May-19,0,18385 Jeb Stuart Highway,,Abingdon,VA,24211,WASHINGTON,22131,Water Supply and Irrigation Systems,36.692223,-81.892502,2,IP,Intake Pipe,12,1,0,0,,30-Aug-05,EPA,,,1
11009,1E+11,EPA100000108769,"Icelandic USA, Inc.",Icelandic Group PLC,21-Jun-04,1686112,904 Woods Road,,Cambridge,MD,21613,DORCHESTER,31171,Seafood Product Preparation and Packaging,38.550835,-76.064163,2,CE,Center of Facility,551,1,1,0,,5-Sep-03,State occupational safety agency,21-Oct-09,1,4
11012,1E+11,EPA100000108849,"The Pictsweet Company - Bridgeville, DE",Pictsweet LLC,12-Jul-19,0,18215 Wesley Church Road,,Bridgeville,DE,19933,SUSSEX,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",38.738609,-75.608055,2,FC,Facility Centroid,40,1,1,0,,25-Oct-17,State environmental agency,,,3
11026,1E+11,EPA100000109107,"Engineered Polymer Solutions, Inc. - Hagerstown",Sherwin-Williams Co.,10-Jun-19,15942634,16414 Industrial Lane,,Williamsport,MD,21795,WASHINGTON,325211,Plastics Material and Resin Manufacturing,39.598457,-77.799522,2,ST,Storage Tank,44,1,1,0,,22-Nov-11,State environmental agency,,,1
11109,1E+11,EPA100000110907,City of Westminster Weastewater plant,,14-Jun-04,0,1161 Old New Windsor Pike,,Westminster,MD,21158,CARROLL,22132,Sewage Treatment Facilities,39.559166,-77.039444,2,CE,Center of Facility,13,1,0,0,,5-Apr-01,State occupational safety agency,16-Mar-05,2,3
11159,1E+11,EPA100000111906,"Abbott Nutrition, aDivision of Abbott Laboratories","Abbott Laboratories, Inc.",28-Mar-19,66022096,1518 Main Street/ U.S. Rte 29 Bus N,,Altavista,VA,24517,CAMPBELL,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",37.130554,-79.267776,2,PG,Plant Entrance (General),709,1,1,0,,26-Oct-15,State occupational safety agency,,,1
11252,1E+11,EPA100000114217,"JCI Jones Chemicals, Inc. - Milford, VA",,2-Jun-19,2216091,16248 Industrial Drive,,Milford,VA,22514,CAROLINE,42469,Other Chemical and Allied Products Merchant Wholesalers,38.011635,-77.370819,2,CE,Center of Facility,10,1,1,0,,12-Feb-19,USEPA,,,1
11258,1E+11,EPA100000114486,City of Danville Water Treatment Facility,,15-Aug-19,0,279 Park Avenue,,Danville,VA,24541,DANVILLE (CITY),22131,Water Supply and Irrigation Systems,36.576111,-79.434441,2,FC,Facility Centroid,16,1,1,0,,12-Jun-19,Virginia Department of Health,,,4
11262,1E+11,EPA100000114556,C. of Fredericksburg Wastewater Treatment Facility,,6-Apr-05,0,700 Beulah Salisbury Road,,Fredericksburg,VA,22401,FREDERICKSBURG (CITY),22132,Sewage Treatment Facilities,38.288971,-77.451111,2,CE,Center of Facility,12,1,1,0,,8-Nov-04,OSHA,19-Feb-10,2,1
11268,1E+11,EPA100000114716,"Anheuser-Busch, LLC Williamsburg Brewery","Anheuser-Busch, Brewing Properties, LLC",2-Nov-17,6288799,7801 Pocahontas Trail,,Williamsburg,VA,23185,JAMES CITY,31212,Breweries,37.237499,-76.654724,2,PU,Process Unit,465,1,1,1,TRO-60152,16-Sep-09,EPA,,,1
11287,1E+11,EPA100000115056,Rust-Oleum Corporation,"RPM, Inc.",17-Aug-09,5094420,16634 Industrial Lane,,Hagerstown,MD,21741,WASHINGTON,49311,General Warehousing and Storage,39.599724,-77.794724,2,CE,Center of Facility,40,0,0,0,,8-Jul-09,EPA,11-Jun-14,3,1
11388,1E+11,EPA100000116625,Ocean City Wastewater Treatment Plant,"Town of Ocean City, Maryland",20-May-15,0,6405 Seabay Drive,,Ocean City,MD,21842,WORCESTER,22132,Sewage Treatment Facilities,38.387222,-75.068611,2,PG,Plant Entrance (General),40,1,1,0,,7-May-12,"OCPD, OCFD, OC DPW and Emergency Management",21-Jan-16,2,1
11421,1E+11,EPA100000117205,Sunshine's Pride Dairy,"Quesos La Ricura, Ltd",23-Jul-10,0,801 North Kent Street,,Winchester,VA,22601,FREDERICK,31141,Frozen Food Manufacturing,39.19294,-78.158981,2,PG,Plant Entrance (General),74,1,1,0,,21-Jul-10,Fire Department,23-Sep-15,3,2
11437,1E+11,EPA100000117553,Yorktown Terminal,Plains Marketing,24-Apr-17,0,2201 Goodwin Neck Road,,Yorktown,VA,23692,YORK,42471,Petroleum Bulk Stations and Terminals,37.208332,-76.44722,2,CE,Center of Facility,42,1,1,1,TRO-60116,17-Jan-17,Coast Guard,,,1
11475,1E+11,EPA100000118204,Ocean City Water Treatment Plant 15th Street,"Town of Ocean City, Maryland",22-May-20,0,1400 St. Louis Avenue,,Ocean City,MD,21842,WORCESTER,22131,Water Supply and Irrigation Systems,38.345001,-75.08139,2,PG,Plant Entrance (General),14,1,1,0,,21-Jan-20,Safety Resources,,,1
11480,1E+11,EPA100000118277,Ocean City Water Treatment Plant 136th Street,"Town of Ocean City, Maryland",22-May-20,0,201 137th Street,,Ocean City,MD,21842,WORCESTER,22131,Water Supply and Irrigation Systems,38.44278,-75.055,2,PG,Plant Entrance (General),10,1,1,0,,21-Jan-20,Safety Resources,,,5
11502,1E+11,EPA100000118767,Ocean City Water Plant 44th Street,"Town of Ocean City, Maryland",22-May-20,0,103 44th Street,,Ocean City,MD,21842,WORCESTER,22131,Water Supply and Irrigation Systems,38.370834,-75.071671,2,PG,Plant Entrance (General),14,1,1,0,,21-Jan-20,Safety Resources,,,1
11547,1E+11,EPA100000120068,City of Frederick Wastewater Treatment Plant-2012,"City of Frederick, Maryland",2-Aug-12,0,100 Treatment Plant Road,,Frederick,MD,21701,FREDERICK,22132,Sewage Treatment Facilities,39.425278,-77.379723,2,LW,Liquid Waste Treatment Unit,26,1,1,0,,18-Mar-10,EPA,25-Jul-17,2,3
11552,1E+11,EPA100000120255,Monocacy Water Treatment Plant,"City of Frederick, MD",8-Apr-20,0,1950 North Market St,,Frederick,MD,21701,FREDERICK,22131,Water Supply and Irrigation Systems,39.445152,-77.391243,2,CE,Center of Facility,8,1,1,0,,18-Sep-14,Fire Department,,,1
11629,1E+11,EPA100000122128,DOT Foods Inc. (Williamsport),DOT Foods,14-Aug-18,877458281,16301 Elliott Parkway,,Williamsport,MD,21795,WASHINGTON,42442,Packaged Frozen Food Merchant Wholesalers,39.618912,-77.804245,2,CE,Center of Facility,438,1,1,0,,17-Apr-18,EPA,,,4
11704,1E+11,EPA100000123993,Bellemeade Power Station,"Dominion Energy, Inc.",19-May-17,0,1860 Commerce Road,,Richmond,VA,23224,RICHMOND (CITY),221112,Fossil Fuel Electric Power Generation,37.496666,-77.43222,2,ST,Storage Tank,18,1,1,1,PRO50988,,Never had one,12-Jun-18,1,1
11723,1E+11,EPA100000124466,Leigh Street Water Treatment Facility,,13-Feb-20,830937116,100 Leigh Street,,South Boston,VA,24592,HALIFAX,22131,Water Supply and Irrigation Systems,36.691666,-78.905556,2,CE,Center of Facility,7,1,1,0,,1-Aug-09,OSHA,,,1
11741,1E+11,EPA100000124876,Maple Avenue Waste Water Treatment Plant,,16-Oct-09,32652245,500 Maple Avenue,,South Boston,VA,24592,HALIFAX,22132,Sewage Treatment Facilities,36.695278,-78.881111,2,CE,Center of Facility,7,1,1,0,,1-Aug-09,State environmental agency,15-Dec-14,2,1
11783,1E+11,EPA100000125731,FMC Wastewater Treatment Plant,Spotsylvania County Department of Utilities,14-Aug-09,0,11801 Capital Lane,,Fredericksburg,VA,22408,SPOTSYLVANIA,22131,Water Supply and Irrigation Systems,38.281944,-77.445,2,AB,Administrative Building,8,1,1,0,,16-Sep-98,State occupational safety agency,9-Jul-10,2,1
11786,1E+11,EPA100000125786,Ni River Water Treatment Plant,Spotsylvania County Virginia Utilities,20-Aug-04,0,10516 Gordon Rd,,Spotsylvania,VA,22553,SPOTSYLVANIA,22131,Water Supply and Irrigation Systems,38.242645,-77.598206,2,CE,Center of Facility,10,1,1,0,,,State occupational safety agency,13-Sep-04,2,2
11824,1E+11,EPA100000126525,Dan River Inc. - Schoolfield Complex,Dan River Inc.,21-Jun-04,45637436,1100 West Main Street,,Danville,VA,24541,DANVILLE (CITY),313311,Broadwoven Fabric Finishing Mills,36.576778,-79.431641,2,CE,Center of Facility,1561,1,1,1,SCRO30240,14-Apr-04,GE Global Services,7-Sep-06,3,1
11827,1E+11,EPA100000126614,Linganore Water Treatment Plant,City of Frederick,8-Apr-20,0,6436 Plant Rd,,Frederick,MD,21701,FREDERICK,22131,Water Supply and Irrigation Systems,39.410297,-77.350922,2,CE,Center of Facility,21,1,1,0,,18-Sep-19,Fire Department,,,1
11841,1E+11,EPA100000126874,Dan River Inc. - Brookneal Plant,Dan River Inc.,21-Jun-04,45637436,813 Lynchburg Avenue,NA,Brookneal,VA,24528,CAMPBELL,313311,Broadwoven Fabric Finishing Mills,37.082664,-78.922676,2,OT,Other,468,1,1,1,VA-30378,14-Feb-04,GE GLOBAL SERVICES,29-Jun-09,1,1
11843,1E+11,EPA100000126892,R.C. Willson Water Treatment Plant,City of Hagerstown Water Department,14-May-19,0,10802 Waterworks Road,,Williamsport,MD,21795,WASHINGTON,22131,Water Supply and Irrigation Systems,39.610279,-77.847504,2,PU,Process Unit,17,1,1,0,,20-Feb-07,EPA,,,3
11887,1E+11,EPA100000127631,"Formosa Plastics Corporation, Delaware",Formosa Plastics Corporation USA,25-Jun-14,106238223,780 Schoolhouse Road,,Delaware City,DE,19706,NEW CASTLE,325211,Plastics Material and Resin Manufacturing,39.58604,-75.649368,2,CE,Center of Facility,98,1,1,1,AQM00300027,9-Nov-16,State environmental agency,10-Dec-18,3,2
11926,1E+11,EPA100000128453,Fort George G. Meade,,23-May-08,0,2212 Chisholm Rd.,,Fort Meade,MD,20755,ANNE ARUNDEL,22131,Water Supply and Irrigation Systems,39.100925,-76.725594,2,AB,Administrative Building,35000,1,1,0,,,Never had one,17-Dec-12,2,1
11932,1E+11,EPA100000128596,City of Danville Northside WWTP,"City of Danville, VA",14-Feb-17,960546831,229 Northside Drive,,Danville,VA,24540,PITTSYLVANIA,22132,Sewage Treatment Facilities,36.561943,-79.363892,2,CE,Center of Facility,16,1,1,0,,27-Jan-16,Fire Dept./HazMat Team,,,2
11956,1E+11,EPA100000129256,U.S. Army Garrison Aberdeen Proving Ground,U.S. Department of Defense,22-Jan-20,0,2201 Aberdeen Boulevard,,APG,MD,21005,HARFORD,54199,"All Other Professional, Scientific, and Technical Services",39.466667,-76.166664,2,CE,Center of Facility,21000,1,1,1,24-025-00081,16-Jul-18,Industrial Refrigeration Services (IRS),,,1
11957,1E+11,EPA100000129265,WWF Operating Company LLC,Danone North America,27-Jul-20,929182210,6364 South Valley Pike,,Mount Crawford,VA,22841,ROCKINGHAM,311511,Fluid Milk Manufacturing,38.36639,-78.937775,2,PG,Plant Entrance (General),650,1,1,0,,29-Jan-20,Fire Marshall,,,1
11976,1E+11,EPA100000129639,KIK (Virginia) LLC,KIK International LLC,8-May-19,249112814,27 Mill Lane,,Salem,VA,24153,ROANOKE,325612,Polish and Other Sanitation Good Manufacturing,37.288334,-80.080833,2,ST,Storage Tank,71,1,1,0,,17-Jul-18,OSHA,,,2
11982,1E+11,EPA100000129755,Cargill Meat Solutions,Cargill Meat Solutions,18-Apr-19,0,135 Huffman Drive,,Dayton,VA,22821,ROCKINGHAM,311615,Poultry Processing,38.413349,-78.937943,2,CE,Center of Facility,1200,1,1,0,,29-Mar-14,State occupational safety agency,,,1
12011,1E+11,EPA100000130262,"George's Chicken, LLC","George's, Inc.",12-Jun-19,0,19992 Senedo Road,,Edinburg,VA,22824,SHENANDOAH,311615,Poultry Processing,38.876419,-78.609505,2,PG,Plant Entrance (General),1000,1,1,0,,3-Feb-14,OSHA,,,2
12014,1E+11,EPA100000130306,Cargill Meat Solutions,Cargill Meat Solutions,18-Feb-19,71374854,5688 South Valley Pike,,Mt. Crawford,VA,22841,ROCKINGHAM,49312,Refrigerated Warehousing and Storage,38.376251,-78.9347,2,CE,Center of Facility,140,1,1,0,,28-Feb-08,State occupational safety agency,,,3
12022,1E+11,EPA100000130422,Waynesboro Wastewater Treatment Facility,City of Waynesboro,4-Sep-09,0,930 Essex Avenue,,Waynesboro,VA,22980,AUGUSTA,22132,Sewage Treatment Facilities,38.080536,-78.874626,2,PG,Plant Entrance (General),7,1,1,0,,6-May-09,United Water,14-Dec-10,2,3
12036,1E+11,EPA100000130654,Roanoke Regional WPCP,Western Virginia Water Authority,23-Jun-04,0,1402 Bennington Street,,Roanoke,VA,24014,ROANOKE (CITY),22132,Sewage Treatment Facilities,37.264671,-79.909836,2,AB,Administrative Building,60,1,0,0,,6-Feb-03,Fire Department,7-Apr-08,2,2
12081,1E+11,EPA100000131724,ABINGDON WATER TREATMENT PLANT,HARFORD COUNTY GOVERNMENT,19-Jun-09,0,3340 ABINGDON ROAD,,ABINGDON,MD,21009,HARFORD,22131,Water Supply and Irrigation Systems,39.474998,-76.171303,2,PC,Process Unit Area Centroid,30,1,0,0,,24-Mar-04,Fire Department,4-Mar-14,2,1
12103,1E+11,EPA100000132153,KMX Chemical Corporation - New Church plant,KmX Chemical Corporation,12-Jul-13,0,30474 Energy Drive,,New Church,VA,23415,ACCOMACK,32519,Other Basic Organic Chemical Manufacturing,37.975819,-75.538208,2,LF,Loading Facility,19,1,0,0,,30-Nov-02,Never had one,13-Aug-18,3,4
12120,1E+11,EPA100000132572,Mountaire Farms Inc. - Selbyville Processing,"Mountaire Corporation, Inc.",14-Apr-20,91812669,55 Hosier Street,,Selbyville,DE,19975,SUSSEX,311615,Poultry Processing,38.452778,-75.213058,2,CE,Center of Facility,1775,1,1,1,APC-005/00073,20-Apr-11,State environmental agency,,,1
12129,1E+11,EPA100000132741,SOD RUN WASTEWATER TREATMENT PLANT,HARFORD COUNTY GOVERNMENT,21-Mar-19,0,1212 CHELSEA ROAD,,PERRYMAN,MD,21130,HARFORD,22132,Sewage Treatment Facilities,39.426182,-76.221054,2,PC,Process Unit Area Centroid,46,1,1,0,,9-Apr-15,State occupational safety agency,,,2
12171,1E+11,EPA100000133768,Lower Smith River Waste Water Treatment Plant,Henry County Public Service Authority,24-Jan-05,0,1780 Beckham Church Road,,Axton,VA,24054,HENRY,22132,Sewage Treatment Facilities,36.620991,-79.826469,2,UN,Unknown,6,1,0,0,,2-Apr-01,Woodard & Curran,14-Mar-06,3,1
12182,1E+11,EPA100000133982,"Perdue Foods, LLC, Salisbury Processing Plant",Perdue Farms Incorporated,29-Mar-17,49928286,521 Willow Street,,Salisbury,MD,21801,WICOMICO,311615,Poultry Processing,38.366234,-75.60627,2,CE,Center of Facility,603,1,0,0,,12-Apr-16,State occupational safety agency,,,2
12242,1E+11,EPA100000135132,C&S Wholesale Grocers - Aberdeen,"C&S Wholesale Grocers, Inc.",5-Jun-19,1842467,1000 Old Philadelphia Road,,Aberdeen,MD,21001,HARFORD,49312,Refrigerated Warehousing and Storage,39.489685,-76.182358,2,CE,Center of Facility,220,1,1,0,,20-Nov-13,EPA,,,1
12544,1E+11,EPA100000141278,The Mennel Milling Company of Virginia,The Mennel Milling Company,14-Jun-04,64701212,1702 S. Jefferson,,Roanoke,VA,24006,ROANOKE,311211,Flour Milling,37.256916,-79.942223,2,AB,Administrative Building,30,1,1,0,,11-Aug-03,State occupational safety agency,23-Mar-09,4,3
12581,1E+11,EPA100000142106,Hawkins Point Plant,Millennium Inorganic Chemicals Inc.,19-Jun-09,0,3901 Fort Armistead Road,,Baltimore,MD,21226,BALTIMORE CITY,325188,All Other Basic Inorganic Chemical Manufacturing,39.204166,-76.543335,2,PC,Process Unit Area Centroid,146,1,1,1,24-510-00109,25-Sep-06,State occupational safety agency,4-Jan-11,3,1
12587,1E+11,EPA100000142446,"Freshly - Savage, Maryland",,5-Nov-18,20961493,8704 Bollman Place,,Savage,MD,20763,HOWARD,311991,Perishable Prepared Food Manufacturing,39.131523,-76.805878,2,ST,Storage Tank,500,1,1,0,,,Never had one,,,1
12600,1E+11,EPA100000142669,"Wilkins Rogers Maryland, Inc","Wilkins Rogers Maryland, Inc.",6-Jan-20,53937983,27 Frederick Road,,Ellicott City,MD,21043,BALTIMORE,311211,Flour Milling,39.266945,-76.793335,2,CE,Center of Facility,30,1,1,0,,21-Aug-18,OSHA,18-Feb-20,3,2
12716,1E+11,EPA100000145256,"Perdue Farms Inc., Accomac Processing Plant",Perdue Farms Incorporated,20-May-19,49928286,22520 Lankford Highway,,Accomac,VA,23301,ACCOMACK,11232,Broilers and Other Meat Type Chicken Production,37.736111,-75.656113,2,FC,Facility Centroid,2000,1,1,1,TRO-61685,27-Feb-19,Global Risk Consultants Corp,,,1
12727,1E+11,EPA100000145522,Reddy Ice-Richmond (422),Reddy Ice LLC,22-Apr-20,0,5361 Lewis Road,,Sandston,VA,23150,HENRICO,312113,Ice Manufacturing,37.514687,-77.339104,2,PU,Process Unit,14,1,1,0,,28-Oct-19,Fire Department,,,3
12802,1E+11,EPA100000147165,DEGESCH AMERICA INC,D & D HOLDING,24-Aug-04,81052664,153 TRIANGLE DR,,WEYERS CAVE,VA,24486,AUGUSTA,32532,Pesticide and Other Agricultural Chemical Manufacturing,38.283054,-78.932777,2,FC,Facility Centroid,28,1,1,0,,18-Jun-03,State occupational safety agency,1-May-07,4,4
12867,1E+11,EPA100000148501,Perdue Foods LLC,Perdue Foods LLC,2-Nov-20,965256522,255 N. Rehoboth Blvd.,,Milford,DE,19963,KENT,311615,Poultry Processing,38.922989,-75.421341,2,FC,Facility Centroid,1300,1,1,1,APC-82/0395,30-May-18,OSHA,,,1
12958,1E+11,EPA100000150329,"UNFI - Mechanicsville, VA",,3-Jul-18,193963618,8285 Richfood Road,,Mechanicsville,VA,23116,HANOVER,49312,Refrigerated Warehousing and Storage,37.632778,-77.40139,2,CE,Center of Facility,919,1,1,0,,29-Jul-13,EPA,,,2
13115,1E+11,EPA100000153601,Wm. T. Burnett & Co.,,17-Sep-19,3061512,2112 Montevideo Rd,,Jessup,MD,20794,ANNE ARUNDEL,32615,Urethane and Other Foam Product (except Polystyrene) Manufacturing,39.162498,-76.764999,2,CE,Center of Facility,250,0,1,0,,4-May-18,State environmental agency,,,1
13118,1E+11,EPA100000153665,"Massey, MD 1340","Royster-Clark, Inc.",23-Jun-04,785525494,12200 Massey Road Rt 299,,Massey,MD,21650,KENT,42491,Farm Supplies Merchant Wholesalers,39.310665,-75.826057,2,CE,Center of Facility,5,0,1,0,,15-Mar-03,Fire Department,6-Mar-06,2,3
13164,1E+11,EPA100000154691,UNIVAR USA INC,UNIVAR USA INC,1-Oct-12,102971785,201 SUBURBAN DRIVE,,SUFFOLK,VA,23434,SUFFOLK (CITY),42469,Other Chemical and Allied Products Merchant Wholesalers,36.742779,-76.555557,2,CE,Center of Facility,16,1,1,0,,10-Jul-12,OSHA,25-Jan-13,3,2
13169,1E+11,EPA100000154806,UNIVAR SOLUTIONS USA INC - Chester Branch,UNIVAR SOLUTIONS USA INC,2-Apr-18,102971785,1001 OLD BERMUDA HUNDRED ROAD,,CHESTER,VA,23836,CHESTERFIELD,42469,Other Chemical and Allied Products Merchant Wholesalers,37.343887,-77.377502,2,UN,Unknown,45,1,1,0,,6-Dec-13,Fire Department,,,2
13207,1E+11,EPA100000155379,Patuxent Water Filtration Plant,Washington Suburban Sanitary Commission,20-Aug-19,879826493,6101 Sandy Spring Road,,Laurel,MD,20707,PRINCE GEORGE'S,22131,Water Supply and Irrigation Systems,39.09861,-76.900833,2,AB,Administrative Building,22,1,1,0,,1-Jan-08,OSHA,,,1
13230,1E+11,EPA100000155869,Galax Water Treament Plant,City of Galax,22-Sep-19,0,250 Fair Street,,Galax,VA,24333,CARROLL,22131,Water Supply and Irrigation Systems,36.654301,-80.917503,2,PP,Plant Entrance (Personnel),9,1,1,0,,22-Aug-12,State occupational safety agency,,,5
13238,1E+11,EPA100000155958,"MTC Delaware, LLC","Hoffberger Holdings, Inc.",25-Apr-19,6950257,2 Dock View Drive,,New Castle,DE,19720,NEW CASTLE,49312,Refrigerated Warehousing and Storage,39.709641,-75.54158,2,CE,Center of Facility,17,1,1,0,,18-Oct-16,State environmental agency,,,4
13283,1E+11,EPA100000157073,"City of Harrisonburg, Tower Street Reservoir",City of Harrisonburg,16-Dec-04,0,645 Tower Street,,Harrisonburg,VA,22802,ROCKINGHAM,22131,Water Supply and Irrigation Systems,38.452778,-78.851669,2,CE,Center of Facility,0,0,1,0,,22-May-96,EPA,8-May-09,2,2
13354,1E+11,EPA100000158893,"East New Market, MD 331",Crop Production Services,24-Jun-09,0,3833 Warwick Road,,East New Market,MD,21631,DORCHESTER,42491,Farm Supplies Merchant Wholesalers,38.625278,-75.949448,2,CE,Center of Facility,6,0,1,0,,15-Oct-08,Insurance Company,21-Nov-13,2,1
13397,1E+11,EPA100000159696,"Americold, Strasburg","Americold Logistics, LLC",30-May-19,0,545 Radio Station Rd.,,Strasburg,VA,22657,SHENANDOAH,49312,Refrigerated Warehousing and Storage,39.011524,-78.350807,2,PC,Process Unit Area Centroid,64,1,1,0,,21-Dec-18,Fire Department,,,1
13472,1E+11,EPA100000161022,Americold Roanoke,"Kroger Dedicated Logistics, Inc",18-Oct-18,119079788,3800 Garman Road,,Salem,VA,24153,ROANOKE,42441,General Line Grocery Merchant Wholesalers,37.275829,-80.117996,2,ST,Storage Tank,340,1,1,0,,7-Aug-18,EPA,,,2
13542,1E+11,EPA100000162557,Fisher Scientific Co-Delmar Distribution Center,Fisher Scientific L.L.C.,22-Jun-04,175537430,355 Corporate Boulevard,,Newark,DE,19702,NEW CASTLE,42469,Other Chemical and Allied Products Merchant Wholesalers,39.617779,-75.75444,2,CE,Center of Facility,43,1,1,0,,3-Feb-04,New Castle County LEPC,25-Jun-09,1,1
13710,1E+11,EPA100000166759,Woodgate Petroleum,Woodgate Petroleum Co. Inc.,4-Jun-19,0,1 Rabbit Lane,,Stephens City,VA,22655,FREDERICK,42471,Petroleum Bulk Stations and Terminals,39.090973,-78.226891,2,PG,Plant Entrance (General),4,1,0,0,,22-Jun-10,BOE / AAR,,,3
13740,1E+11,EPA100000167384,Clorox Products Manufacturing Company,The Clorox Company,26-May-09,948774013,1319 Perryman Road,,Aberdeen,MD,21001,HARFORD,325612,Polish and Other Sanitation Good Manufacturing,39.480564,-76.193008,2,AB,Administrative Building,135,1,1,0,,6-Mar-06,US FRA / DOT,11-Apr-11,2,5
13754,1E+11,EPA100000167669,"Hopewell, VA 324",Crop Production Services,24-Jun-09,0,406 E Randolph Road,,Hopewell,VA,23860,HOPEWELL (CITY),42491,Farm Supplies Merchant Wholesalers,37.301388,-77.284721,2,CE,Center of Facility,10,0,1,0,,18-Sep-06,OSHA,29-Feb-12,2,3
13755,1E+11,EPA100000167678,"Haynesville, VA 326",Nutrien Ag Solutions,3-Jun-19,0,10910 Richmond Road,,Haynesville,VA,22472,RICHMOND,42491,Farm Supplies Merchant Wholesalers,37.949528,-76.672226,2,ST,Storage Tank,10,0,1,0,,20-Mar-18,Fire Department,,,1
13756,1E+11,EPA100000167687,"St Stephens Church, VA 322",Nutrien Ag Solutions,14-Jun-19,0,15277 Richmond Tappahannock Hwy,,St Stephens Church,VA,23148,KING AND QUEEN,42491,Farm Supplies Merchant Wholesalers,37.791782,-77.090408,2,ST,Storage Tank,22,0,1,0,,26-Jan-18,Fire Department,,,2
13759,1E+11,EPA100000167776,"Prince George, VA 166",Crop Production Services,12-Jun-14,0,5025 E Whitehill Court,,Prince George,VA,23875,PRINCE GEORGE,42491,Farm Supplies Merchant Wholesalers,37.244209,-77.365303,2,CE,Center of Facility,2,0,1,0,,19-Apr-12,EPA,24-May-18,2,5
13761,1E+11,EPA100000167794,"Ivor, VA 329",Crop Production Services,18-Jun-14,0,34460 General Mahone Blvd,,Ivor,VA,23866,SOUTHAMPTON,42491,Farm Supplies Merchant Wholesalers,36.919834,-76.914772,2,CE,Center of Facility,16,0,1,0,,29-May-13,Fire Department,2-Feb-18,2,3
13783,1E+11,EPA100000168301,Chesapeake Export Terminal,NGL Energy Partners LP,20-Aug-20,0,2901 South Military Highway,,Chesapeake,VA,23323,CHESAPEAKE (CITY),42471,Petroleum Bulk Stations and Terminals,36.776669,-76.312775,2,ST,Storage Tank,16,1,0,0,,14-Jan-15,U.S. Coast Guard,,,2
13830,1E+11,EPA100000169293,Delaware City Power Plant/Valero Refinery,Valero Energy Corporation,21-Apr-09,199623414,River Road Route 9,,Delaware City,DE,19707,NEW CASTLE,32512,Industrial Gas Manufacturing,39.584999,-75.662109,2,AB,Administrative Building,149,1,1,1,AQM-003/00016-3,,State environmental agency,16-Apr-10,3,1
13878,1E+11,EPA100000170218,Pembina Midstream USA - Lynchburg Propane Terminal,Pembina Pipeline Corperation,9-Jun-20,252302815,6342 Richmond Hwy,,Lynchburg,VA,24504,CAMPBELL,42471,Petroleum Bulk Stations and Terminals,37.387501,-79.075836,2,PG,Plant Entrance (General),2,1,1,0,,4-Feb-20,Fire Department,,,1
13893,1E+11,EPA100000170469,H.P. Hood,"H.P. Hood, LLC",9-Sep-20,1008697,160 Hood Way,,Winchester,VA,22602,FREDERICK,311511,Fluid Milk Manufacturing,39.12693,-78.188179,2,ST,Storage Tank,651,1,1,1,VRO81359,13-Aug-19,Nexus,,,3
13918,1E+11,EPA100000171084,Bedford Regional Water Authority,,1-Sep-15,0,852 Orange Street,,Bedford,VA,24523,BEDFORD,22132,Sewage Treatment Facilities,37.333611,-79.506668,2,CE,Center of Facility,8,1,0,0,,14-Jul-15,OSHA,13-Oct-20,2,1
13941,1E+11,EPA100000171645,"LaRoche Industries Inc., Dundalk, MD","LaRoche Industries, Inc.",23-Jun-04,0,8143 Beachwood Road,,Dundalk,MD,21222,BALTIMORE,42469,Other Chemical and Allied Products Merchant Wholesalers,39.274834,-76.462418,2,AB,Administrative Building,1,1,1,0,,,Never had one,8-Jun-05,4,1
13951,1E+11,EPA100000171921,Westover Dairy,Kroger Company,15-Oct-18,6999528,2801 Fort Avenue,,Lynchburg,VA,24501,LYNCHBURG (CITY),311511,Fluid Milk Manufacturing,37.397778,-79.165001,2,AV,Air Release Vent,85,1,1,0,,23-Jul-15,State occupational safety agency,,,2
14025,1E+11,EPA100000173359,Avon Products - Newark Branch,"Avon Products, Inc.",14-Nov-05,0,2100 Ogletown Road,,Newark,DE,19712,NEW CASTLE,42421,Drugs and Druggists' Sundries Merchant Wholesalers,39.684666,-75.717056,2,AB,Administrative Building,650,0,0,0,,27-Sep-04,State environmental agency,7-Feb-11,3,2
